lago,nombre,n_fechas,chl_medio,chl_mediana,chl_pico,chl_p90_tipico,fechas_con_floracion,frec_floracion_pct,fechas_intensas,pct_area_alta_media,pct_area_alta_max,pct_area_intensa_max,desv_std,coef_variacion,area_agua_km2
Atitlan,Lago de Atitlán,11,1.247111989016651,1.2248549461364746,2.127074379846617,2.5942559242248535,0,0.0,0,0.05119416999776217,0.22925789220293907,0.0108078720609957,0.4989761798918308,0.40010535083162335,122.1332
Amatitlan,Lago de Amatitlán,11,6.40189906834122,4.890136241912842,11.59651724827011,7.9175370693206935,2,18.181818181818183,0,11.054982508013085,53.59096378951974,7.400675886746372,2.3722624558113923,0.37055605383451684,14.626000000000001
